url,count
https://www.gov.uk/government/publications/covid-19-track-coronavirus-cases,30
https://bit.ly/2XYha6R,29
https://econ.st/2Jx5CPF,28
https://www.theguardian.com/world/2020/apr/12/uk-government-using-confidential-patient-data-in-coronavirus-response,23
https://www.theregister.co.uk/2020/04/29/academics_open_letter_nhs_coronavirus_app/,15
https://coronavirus.data.gov.uk/,7
https://bit.ly/2ydjf44,6
https://www.theguardian.com/world/2020/apr/12/uk-government-using-confidential-patient-data-in-coronavirus-response?CMP=share_btn_tw,6
https://www.theguardian.com/world/2020/may/04/rapid-coronavirus-test-site-data-was-not-shared-with-scottish-and-welsh-ministers?CMP=share_btn_tw,4
http://www.irishnews.com/news/northernirelandnews/2020/04/30/news/uk-statistics-authority-concerned-about-ni-department-of-health-covid-19-statistics-reporting-1922098/?param=ds441rif44T,4
https://reut.rs/2YHSHTB,4
https://www.thenational.scot/news/18426167.data-concerns-uk-governments-coronavirus-contact-tracing-app/?ref=twtrec,4
https://bylinetimes.com/2020/05/01/the-coronavirus-crisis-government-anticipated-more-than-a-million-covid-19-deaths-but-refused-to-take-action-for-three-weeks/,3
https://www.bbc.co.uk/news/explainers-52442754,3
https://www.statista.com/statistics/1104709/coronavirus-deaths-worldwide-per-million-inhabitants/,3
https://www.thelocal.it/20200403/whats-the-problem-with-italys-official-coronavirus-statistics,3
https://bit.ly/3f8FVDl,3
https://www.gov.uk/government/publications/slides-and-datasets-to-accompany-coronavirus-press-conference-30-april-2020,3
https://threadreaderapp.com/thread/1257688678958338048.html,3
https://www.hsj.co.uk/coronavirus/government-acts-after-claims-covid-deaths-of-disabled-people-are-being-ignored/7027588.article,3
https://www.theguardian.com/world/2020/apr/13/half-of-coronavirus-deaths-happen-in-care-homes-data-from-eu-suggests,3
https://www.gov.uk/government/publications/slides-and-datasets-to-accompany-coronavirus-press-conference-3-may-2020,2
https://www.gov.uk/government/publications/slides-and-datasets-to-accompany-coronavirus-press-conference-4-may-2020,2
https://bit.ly/3bEbq6o,2
https://www.theguardian.com/world/2020/may/04/rapid-coronavirus-test-site-data-was-not-shared-with-scottish-and-welsh-ministers,2
https://buff.ly/2RyNYPE,2
https://www.gov.uk/government/statistical-data-sets/covid-19-number-of-outbreaks-in-care-homes-management-information,2
https://www.theguardian.com/world/2020/apr/28/uk-records-4343-care-home-coronavirus-deaths-in-a-fortnight,2
